reviewId,content,score,cleaned_text,sentiment,predicted_sentiment,sentiment_label
7f2826c4-7ede-4938-aec9-5d3a361769d1,untuk password seharusnya bisa di ke save via google,1,password save via google,0,0,Negative
eb3334c9-cfa5-4546-a233-f78b679594f7,bagus,5,bagus,1,1,Positive
301f7f43-cf78-4b15-acaa-cfb5869e6a93,"lah kirim otp nomor telpon saja susah banget, harus bolak balik ke kantor cabang",1,kirim otp nomor telpon susah bolak kantor cabang,0,0,Negative
e4c7a37d-5ac9-49d5-b93f-14e502eddfdb,kenapa setelah di update malah ndk busa loging,2,update ndk busa loging,0,0,Negative
154eec6b-6ad8-4df1-83da-50a5f8186602,suka gangguan,3,suka ganggu,0,0,Negative
f90cea5e-ff29-40e8-a679-2e8c68d1e2fc,keluar apps terus gabisa login,1,apps gabisa login,0,0,Negative
755ff6a9-3b67-4df7-84c7-3f05ebcb32b6,"oke udah bisa, sementara 3 dulu. mood ku masi jelek gara2 tadi",3,oke mood ku mas jelek gara,0,0,Negative
741980fd-62b6-4b50-92be-27f4e058726a,Terjadi kesalahan Mulu padahal jaringan lancar tolong perbaiki,1,salah mulu jaring lancar tolong baik,0,0,Negative
210d4750-d0f1-4811-a677-67628c4e9c30,apakah hari ini sedang error tidak bisa login,5,error tidak login,1,0,Negative
73ca7d2c-ff22-4604-b3a4-90f790a79a98,"Sumpah sering banget error, malu tau pas lagi di tempat makan mau bayar pake Qris malah error, tolong dong di perbaiki",1,sumpah error malu tau pas makan bayar pake qris error tolong baik,0,0,Negative
43b9df9a-c539-4fb1-8a2c-e56d32c66abd,"sering error disaat dibutuhkan, tidak bisa cek saldo, tidak bisa melakukan pembayaran. lagi belanja udah dibikin malah gabisa bayar, bikin malu dan akhirnya menunggu lama buat bayar",1,error saat butuh tidak cek saldo tidak bayar belanja bikin gabisa bayar bikin malu tunggu bayar,0,0,Negative
106b2463-432d-406d-8514-be17e91e7f59,Hari ini kenapa aplikasi my BCA error tidak bisa di buka?????,1,aplikasi bca error tidak buka,0,0,Negative
43d9336d-64b9-49d0-aca9-5b117c904f38,"semenjak abis di update tidak bisa login padahal username sama pasword udah bener tapi tulisannya pas di coba berkali kali ""terjadi kesalahan silahkan coba lagi"" kebanyakan update makin ga bener sistemnya",1,semenjak abis update tidak login username pasword bener tulis pas coba kali kali salah silah coba banyak update bener sistem,0,0,Negative
7762f881-d20f-48e6-8f92-d954236b9ad4,"woi gw ga bisa login ini hadehhhh. Sinyal bagus padahal, tiap mau login pasti ga bisa",3,woi gw login hadehhhh sinyal bagus login,0,0,Negative
658177ae-7b91-4df5-a2e6-720c2385ff25,saldo nggak bisa lihat,1,saldo nggak lihat,0,0,Negative
38f5a80f-10ae-4f6d-a660-19f210b69a70,"Lah, malah gak bisa login. ganti developer saja, dari dulu sudah banyak keluhan juga.",1,login ganti developer keluh,0,0,Negative
11d2e9c5-16fd-431c-a146-008228919123,"Kenapa tiba"" saldo tidak bisa di tampilkan",5,saldo tidak tampil,1,0,Negative
57f63edf-e381-4901-881b-87f056b01c3b,sering eror,1,eror,0,0,Negative
e2578e03-06ec-47fb-834b-91014dfa3ad9,kenapa BCA ini ya mau transfer gabisa saldo gabisa di liat tulisannya saldo dapat di akses beberapa saat lgi cht cs lambat respon orang mau cepat,1,bca transfer gabisa saldo gabisa liat tulis saldo akses lgi cht cs lambat respon orang cepat,0,0,Negative
e538dfef-3076-4209-8a9e-7b5fefa89231,sangat bagus,5,bagus,1,1,Positive
4dee9f1a-e096-444b-83e2-6fdd70bbf404,entah kenapa setelah update password yang biasa saya masukan salah (gagal),1,update password masuk salah gagal,0,0,Negative
503549dc-2a3e-46e8-9cab-e240be600f93,setelah update malah ga bisa di buka,1,update buka,0,0,Negative
ba9f450d-75d6-48a2-96fe-398bf0275742,TIAP HARI BERMASALAH. PINDAH APLIKASI BUKANNYA BAGUS MALAH TAMBAH PARAH,1,masalah pindah aplikasi bagus parah,0,0,Negative
9531f578-7547-44fe-9eef-ca03bae58430,"ini lagi ada problem kah? masa saya mau masuk ke MyBCA tapi kok ga bisa² ya... padahal jaringannya bagus, udah di coba berkali-kali tapi tetep ga bisa..",1,problem kah masuk mybca bisa jaring bagus coba kali kali tetep,0,0,Negative
6fd4ce1c-e119-416b-bfe3-3b8414f237bb,setelah di update. kenapa tidak bisa login. tau gitu GK aku update,3,update tidak login tau gitu update,0,0,Negative
d8fff877-c6c9-4154-962e-82f5565eaef5,kenapa g bisa login .. trtulis sedang terjadi kesalahan coba lagi nanti sering trjadi setelah saya ikut update,1,login trtulis salah coba trjadi update,0,0,Negative
4d581924-fcc9-4643-a7b2-1400c91d3911,lagi error kah bca hari ini,3,error kah bca,0,0,Negative
a16e728d-f82f-47e8-8c75-b7334ebba125,kenapa ini terjadi kesalahan terus tiap buka,3,salah buka,0,0,Negative
da121cb3-2824-4e1e-b13d-1a0a37c68aef,bagus dan lebih mudah di gunakan nya,5,bagus mudah,1,1,Positive
9d6c0334-b56c-41a4-9aa4-1195b493b0f9,"abis di update malah gabisa di buka, ett team it nya sama manajemen nya buruk",1,abis update gabisa buka ett team it manajemen buruk,0,0,Negative
7d7dcbc4-7ce0-4697-a048-b7dafafd0b1f,kl tdk bisa di buka sdh sy hapus saja akun ini,5,kl tdk buka sdh sy hapus akun,1,0,Negative
59b0f01b-c7e4-4462-add7-a6ab7f036416,tiba tiba pemeliharaan kan ga masuk akal..!!,1,pelihara masuk akal,0,0,Negative
27dcf9ee-23cf-4e9f-84ea-24949bf93ffb,abis update malah kaga bisa masuk kesalahan terus bacaan nya,1,abis update kaga masuk salah baca,0,0,Negative
55f58052-7ae9-477b-aee0-c48fa40064a3,"saat mau mengambil uang,tidak bisa menarik uang dari mybca tolong diperbaiki.woi gua mau qris gak bisa😡",2,ambil uang tidak tarik uang mybca tolong baik woi gua qris,0,0,Negative
c43220da-cee6-41d3-b357-8e86abb70bc4,maintenance gaada info samasekali,1,maintenance gaada info samasekali,0,0,Negative
964925f4-c4c1-4c4a-a263-7acc1920d7c7,woiii BCA kyak mana ini apk mu ini. malah tambah lelet trus ganggu buat transaksi gimna ni BCA masa tiap mau digunakan slalu gangguan sistemnya. ini lagi di butuhkan malah gangguan tolong di perbaiki lagi,2,woiii bca kyak apk mu lelet trus ganggu transaksi gimna ni bca slalu ganggu sistem butuh ganggu tolong baik,0,0,Negative
8c0a89e1-7ee3-4528-bd69-4e4dda98f4f5,kenapa setelah pembaruan malah GK bisa dibuka,5,baru buka,1,0,Negative
82c500a1-c979-4e73-889f-7606d73fe966,setelah di update gabisa cek saldo,1,update gabisa cek saldo,0,0,Negative
ccea3fb5-9214-4eb9-8c47-a2fea6faef54,kenapa my BCA saya tidak bisa dibuka,4,bca tidak buka,1,0,Negative
94339795-c47e-4f08-8edc-e882a65edc82,"habis update apk, malah erorr ga bisa di buka",5,habis update apk erorr buka,1,0,Negative
ba04e7de-7c22-4291-a5b8-5c8f600fddab,GILAAAAK. WEEKEND MALAH EROR . GAK JELAS,1,gilaaaak weekend eror,0,0,Negative
8c4040e7-1aac-464c-abde-38d7d99fd2a4,ko gangguan Mulu setiap hbis update,2,ko ganggu mulu hbis update,0,0,Negative
a1d26d0d-a48f-439e-89d4-1358d71f63cf,Aplikasi terlalu banyak Gangguan,1,aplikasi ganggu,0,0,Negative
4756170e-fedd-4565-b0e6-343d85726246,tidak bisa transfer uang hemmm,1,tidak transfer uang hemmm,0,0,Negative
5e44d173-00db-4199-a11e-7e3423b0d01b,kok apknya habis update Eror gak bisa transaksi dan check saldo tolong lahh,2,apknya habis update eror transaksi check saldo tolong lahh,0,0,Negative
16dcf46c-9a62-4077-9515-1163f48b7d87,mudah dan praktis,5,mudah praktis,1,1,Positive
8f9cd69e-f338-49c9-9665-64c90e756f73,ini kenapa mau transaksi malah saldonya ga muncul ya? saya mau transaksi penting malah kayak gini jujur kecewa sih,1,transaksi saldo muncul transaksi kayak gin jujur kecewa sih,0,0,Negative
6c595cbe-ce86-4944-9042-a525947534cd,terbaik,5,baik,1,0,Negative
8758d0ae-ffd4-44f8-984b-059ecd4824a4,ini kemana gak bisa buka mbangking ?,2,mana buka mbangking,0,0,Negative
23be6f93-ad76-4cf1-abe0-57a9b22449e6,semoga bermanfaat untuk menabung dan aman amanah,5,moga manfaat tabung aman amanah,1,1,Positive
3aadabbb-91b5-48a9-a813-504bd63c98c2,top,5,top,1,1,Positive
cf973d9e-dd30-4f76-9bfb-6826b1da54b9,ini kenapa saya tidak bisa penarikan dana,1,tidak tari dana,0,0,Negative
3227f1c7-59f3-4b57-9d13-b943348a74f3,kenapa rekening saya tiba tiba tidak valid ?,5,rekening tidak valid,1,0,Negative
1ea5d972-08b8-427e-8211-73a810c2bfc7,"e-channel perbankan TER(kelamin pria). BANYAK UPDATE, BANYAK JUGA ERROR NYA, CS WHATSAPP DI TANYA ESTIMASI PERBAIKAN MALAH CHAT NYA DI TUTUP (kelamin pria) BANGET POKOKNYA",5,channel perban ter kelamin pria update error cs whatsapp estimasi baik chat tutup kelamin pria pokok,1,0,Negative
823b7c15-60a8-43f6-85b8-81caa778ae33,"habis update tidak bisa lihat saldo dan tidak bisa transaksi,solusinya dong min",5,habis update tidak lihat saldo tidak transaksi solusi min,1,0,Negative
eac36434-ff5e-483b-a20a-485948ccfd35,"update terus , habis update ada masalah gangguan saldo di rekening ga bisa di gunain klo orang lagi butuh gimana masa harus nunggu",1,update habis update ganggu saldo rekening gunain klo orang butuh gimana nunggu,0,0,Negative
52ace807-9d2e-4bc8-a59e-ac8a15ee781c,udah coba msuk beberapa x tapi GK bisa padahal udah beli pulsa juga tapi ttp GK bisa,2,coba msuk beli pulsa ttp,0,0,Negative
decf60bc-f5fa-4631-a92a-020d1e14572a,tiba2 bgt mau transfer malah gabisa down kah servernya? penting lho,1,bgt transfer gabisa down kah servernya lho,0,0,Negative
38d5b1f4-2823-45b5-b2e6-bfcf31f8c5af,eror mulu gajelas tulisannya opps terjadi kesalahan coba lagi,2,eror mulu gajelas tulis opps salah coba,0,0,Negative
47c4a8b4-3d73-459b-bd14-c97c063bd599,aplikasi lemot orang mau apa apa transaksi jadi susah,1,aplikasi orang transaksi susah,0,0,Negative
c6c8a573-aca5-44c6-81e8-c80be3882a9b,kenapa saya gak bisa login ke my bca,5,login bca,1,0,Negative
6d2fe4e8-fb50-4adc-813b-a11a880aab43,tiba tiba aplikasi gak bisa di buka gak ada keterangan nya gak tau kenapa,5,aplikasi buka terang tau,1,0,Negative
19dc9036-bd79-4d36-afdd-1eb6ea8179db,min saya tidak bisa masuk apakah lagi gangguan,4,min tidak masuk ganggu,1,0,Negative
10e47ac2-ab00-4d43-9b66-348194ac756a,"gangguan mulu, ngecat cs lama gak bales2",1,ganggu mulu ngecat cs bales,0,0,Negative
8df5cf7d-a60e-4c50-be79-ea229070f080,"udah hubungi halo bca, padahal id dan no rekening ATM udah bener tapi tetep aja tulisan nya ""Pastikan BCA ID dan nomor kartu ATM yang dimasukkan sudah benar. Hubungi Halo BCA di 1500888 untuk informasi lebih lanjut"", gimana sih ini bikin bingung ajg",1,hubung halo bca id no rekening atm bener tetep tulis pasti bca id nomor kartu atm masuk hubung halo bca informasi gimana sih bikin bingung ajg,0,0,Negative
4adca252-489b-4e9f-b90f-38d644532b98,"mau masuk nggak bisa terus, terjadi kesalah",1,masuk nggak salah,0,0,Negative
4a16dad4-247e-4c3b-98bf-cacb56b42c63,aplikasi ga jelas. login ga bisa bisa. kalo emang ada update atau maintenance setidaknya berikan notif di setiap penggunanya. kasian orang orang yg gunain aplikasi ini kalo tiba tiba butuh dana dadakan ga bisa di gunakan sama sekali,1,aplikasi login kalo emang update maintenance notif guna kasi orang orang gunain aplikasi kalo butuh dana dada,0,0,Negative
437d883a-56cf-44e8-8f13-49f9d172ef7d,"apa apaan ni aplikasi, saya gak bisa cek saldo dan tidak bisa transfer uang saat ini. yang bener aja BCA, gak beres ni",1,ni aplikasi cek saldo tidak transfer uang bener bca beres ni,0,0,Negative
203f3e2a-e9a9-4e82-8e95-6f4cd34ada5f,ini kenapa mau login malah terjadi kesalahan terus tulisannya? padhal baru update,1,login salah tulis padhal update,0,0,Negative
9ea42cb5-dcd3-4142-add2-ba563129dd9b,hari ini mybca error kah.. tidak bisa login gini,2,mybca error kah tidak login gin,0,0,Negative
4a25468d-68a4-4c60-adb3-026060b25347,ga jelas tiba tiba di blokir,1,blokir,0,0,Negative
1612c33f-1cc5-41a6-a907-2bee7c343eb9,aplikasi bikin sstreeesss,1,aplikasi bikin sstreeesss,0,0,Negative
d9bd209a-bc21-4aeb-aa0c-ee09df92eeff,"kenapa saya tidak bisa login?, dan terdapat pemberitahuan ""oopss, terjadi kendala, silahkan coba lagi"", apakah BCA sedan terjadi kendala?",2,tidak login pemberitahuan oopss kendala silah coba bca sedan kendala,0,0,Negative
90a9b455-2e16-4684-97de-fb71e4aeae30,"ini my bca sering banget gangguan kenapa dah. mau bayar qris gak bisa terus. padahal jaringan bagus, di-update udah.",2,bca ganggu dah bayar qris jaring bagus update,0,0,Negative
5c51629a-656b-4678-b2da-bc02e4f53edb,kebanyakan eror Mulu ini buset,1,banyak eror mulu buset,0,0,Negative
7ab7b3cb-b183-43a7-af87-78786f70d9c7,eror gabisa transaksi,1,eror gabisa transaksi,0,0,Negative
d7e66f5a-e46e-44fc-a24a-2ff9fd428975,"sering gangguan, sangat menghambat pekerjaan",1,ganggu hambat kerja,0,0,Negative
15d396ea-c337-4afa-8337-bd78daf34ae1,sangat membantu,5,bantu,1,1,Positive
da7664e8-457f-452b-a97c-a526764838b9,ini bagaimana habis pemeliharaan ko malah buat transaksi dan cek saldo gak bisa,1,habis pelihara ko transaksi cek saldo,0,0,Negative
62b1bbad-5ab2-4054-b16b-2a63bd7a4256,baik,5,,1,0,Negative
fe52868e-4c34-43ce-96e6-6572ad3ba257,kualitas aplikasi buruk.,1,kualitas aplikasi buruk,0,0,Negative
c84cdd1a-aefb-46f3-bf45-5149b1d899d7,"my bca TOLOL, diupgrade malah bego, eror mulu",1,bca tolol diupgrade bego eror mulu,0,0,Negative
e443ab88-7a6b-4ef9-a473-78e835eb2558,buat kerja kejar waktu malah eror,1,kerja kejar eror,0,0,Negative
54eb5244-585a-457a-8cc5-c58ef08c7fdb,knp ni saya ga biisa login ke my bca keterangan terjadi kesalahan,1,knp ni biisa login bca terang salah,0,0,Negative
3f82e0fe-1813-4a07-b020-5a478c5bc409,gak bisa masuk habis update malah ada teks opps silahkan coba lagi apaan dah gak becus banget ni aplikasinya padahal pasword udah benar,1,masuk habis update teks opps silah coba dah becus ni aplikasi pasword,0,0,Negative
c3eb1efe-8ed3-4427-9663-ddfe93cb0c59,"habis di update saldo tidak bisa di akses, ini gimana ceritanya?",1,habis update saldo tidak akses gimana cerita,0,0,Negative
001bc208-d0c8-4eaf-be5b-a3e3867b2dfc,"mohon maaf ini saya baru alami saya masuk ke my BCA dengan id dan pin atau pasword yg bner malah ga bisa masuk atau ga bisa akses dengan notif ""opps maaf terjadi kesalahan, silahkan coba beberapa saat lagi"" harap solusi sebelum uninstall",1,mohon maaf alami masuk bca id pin pasword bner masuk akses notif opps maaf salah silah coba harap solusi uninstall,0,0,Negative
84170c89-8236-47da-aa04-42d0a493af8c,kpd yth manajemen BCA ada kendala apa ya ini aplikasi myBCA saya ga bisa masuk tolong ka,1,kpd yth manajemen bca kendala aplikasi mybca masuk tolong ka,0,0,Negative
b4d8de7d-0434-4f5c-8d6b-38db337891e7,ini gimana ini.di update malah kga bisa masuk...,3,gimana update kga masuk,0,0,Negative
1e6e4465-37d9-4beb-a974-f544efdd7252,baik,5,,1,0,Negative
189f6d5d-cf8c-46af-a9cb-0497cf007bd0,"masuk aja susah ni,,,oops,,terjadi kesalahan mulu ayolah,masa kelas bank gede masih ada kendala sprti ini",3,masuk susah ni oops salah mulu ayo kelas bank gede kendala sprti,0,0,Negative
6e953d58-eb50-4ba0-b125-9e64e992e25e,sering ngadat,1,ngadat,0,0,Negative
0d4506ad-924a-412c-85e4-298b9c9164e5,sumpah aplikasii buruk bgttt mending hapus aja dah!!! disuruh update terusss tapiiii sering bgttt erorrr!!!!,1,sumpah aplikasi buruk bgttt mending hapus dah suruh update terusss tapiiii bgttt erorrr,0,0,Negative
75f8456b-4409-4d5e-bf98-5ca2b657315e,"knp eroe gabisa login ini, lama bgtt terjadi kesalahn terussssss😩😩",2,knp eroe gabisa login bgtt kesalahn terussssss,0,0,Negative
309a8529-3b53-4ec2-a29a-ccabc0e4d753,"apakah mybca lagi eror ,, kok ada kesalahan terus tiap mau masuk",5,mybca eror salah masuk,1,0,Negative
8e58db5c-9617-40a5-bdff-273a0f69a9ca,setelah update sering eror g jelas,1,update eror,0,0,Negative
68076bc0-5b84-43b5-b84e-67364aced6b6,keren,5,keren,1,1,Positive
7d4afe6a-60d6-4fd9-8439-6ce56a470d65,ini mybca hari ini ada eror kah min? ga bisa transfer sama lihat saldo saya,2,mybca eror kah min transfer lihat saldo,0,0,Negative
3fc92eae-2401-4a6b-b5e1-2fc78e02cbdc,ada tulisan terjadi kesalahan silahkan coba lagi.. bagaimana solusinya,2,tulis salah silah coba solusi,0,0,Negative
9c1813b4-4c09-4558-be19-93cb184c44de,"Terjadi Kesalahan saat Login, MENYEBALKAN...",1,salah login sebal,0,0,Negative
127c8565-0524-4aa7-9a89-85ff57bb5e97,Tolong dong kalo mantainance jangan siang hari saat orang perlu transaksi,3,tolong kalo mantainance jangan siang orang transaksi,0,0,Negative
ebe955ff-654f-43c6-baa5-e7ac226ac61c,"KENAPA INI GA BISA LIHAT SALDO, MAU TRANSAKSI SUSAH , KETERANGAN SALDO DAPAT DI AKSES BEBERAPA SAAT LAGI",4,lihat saldo transaksi susah terang saldo akses,1,0,Negative
45ef61b5-5605-4efb-80b0-3b19e8ea8520,gangguan terus dahh bca,1,ganggu dahh bca,0,0,Negative
20131c10-f2b8-4b38-9960-bea0ea4c1954,"setelah update malah tak bisa log in, BUG parah 😴😴",1,update log in bug parah,0,0,Negative
25603ae4-ce98-40cd-9a03-ba9d99fcb18f,sayang bngt bcnya bagus aplikasinya jelek bngt,1,sayang bngt bcnya bagus aplikasi jelek bngt,0,0,Negative
2b4a7e7d-e1d4-419b-877e-4a82a4d425c3,suka eror tiba tiba dan bikin susah saat transaksi,1,suka eror bikin susah transaksi,0,0,Negative
75a6aaa2-e052-4107-a473-9eb6782505ba,makin jelek masa mau masuk passwordnya bener opps something wrong,1,jelek masuk passwordnya bener opps something wrong,0,0,Negative
1a006610-7e72-42aa-8e3a-8247b9f02c8d,Gara gara update sekarang ga bisa login...error terus,1,gara gara update login error,0,0,Negative
0ee7f960-a65b-4a14-88f1-6b8847ab3904,min ini gimana saya masukin password terjadi kesalahan mulu jaringan daya bagus dan pasword nya juga udah bener,4,min gimana masukin password salah mulu jaring daya bagus pasword bener,1,0,Negative
a4f95c0b-eca4-4692-8881-d28f5f1d5283,"kok mau log in gak bisa, lagi ada gangguan kah?",2,log in ganggu kah,0,0,Negative
4fad46a2-4805-4cda-b459-8280996a2921,"jaringan eroor gl bisa masuk..wifi bagus sinyal nya kasih 5 bintang,biar tim nya semangat dan kerja nya propesional.,bi",5,jaring eroor gl masuk wifi bagus sinyal kasih bintang biar tim semangat kerja propesional bi,1,1,Positive
7609696c-4d8f-4ade-98c5-a8d2f0e8f376,👍👍,5,,1,0,Negative
988b5352-473f-400d-b18e-e21799eafa52,"aplikasi suka error, mulai pindahin deh uangnya jgn disini semua sekalinya error repot",1,aplikasi suka error pindahin deh uang jgn sekali error repot,0,0,Negative
d0a0ad60-0ed3-4681-91ce-542acbc9b86f,setelah update malah error bukanya makin bagus malah makin ancur,1,update error buka bagus ancur,0,0,Negative
76c662b0-7b93-47ab-994d-39555f3c6756,seribg gangguan gak bisa kirm ke lain bank,4,seribg ganggu kirm bank,1,0,Negative
fbe33a38-e2c5-496d-bdc3-963f2ff4f46d,abis di upgrade pasword sudah benar malah tidak bisa masuk,1,abis upgrade pasword tidak masuk,0,0,Negative
8e995c9a-c25a-4e53-9064-44b90c583d7f,ini kenapa ya tiba-tiba aku g bisa masuk ke MyBCA padahal kata sandi sudah benar. tolong dong pihak bca ini gimana ya,3,masuk mybca sandi tolong bca gimana,0,0,Negative
b462139c-c3f0-46d4-864b-8f2af562d473,"banyak erornya, mau login pasword udah bener terjadi kesalahan mulu. mana suka tiba"" erornya padahal mau buat transaksi",1,eror login pasword bener salah mulu suka eror transaksi,0,0,Negative
c64db842-da1f-4de8-bd03-9f9b321912e5,cepat login dan transaksi,5,cepat login transaksi,1,0,Negative
c9d48f4a-2846-4b5a-9e40-7ae547d4e6db,"banyak bug, saya tidak bisa melihat saldo saya",1,bug tidak saldo,0,0,Negative
137162c8-409e-49d7-968e-bc2a4a637535,gangguan gk bsa transaksi,1,ganggu bsa transaksi,0,0,Negative
3e7b512d-feb5-46ba-9364-da0b5c02353f,Setelah Update malah banyak masalah.,2,update,0,0,Negative
b7a49556-a13d-4f28-b81c-d66bf1f85f2b,kenapa tidak bisa cek saldo?,2,tidak cek saldo,0,0,Negative
899eca76-8f11-4a35-a6f9-52954a890512,"disuruh update , ikutan update , mau masuk malah kendala",1,suruh update ikut update masuk kendala,0,0,Negative
4d7184dc-b813-4083-99ed-2035b259ae85,gaje makin update,2,gaje update,0,0,Negative
9785ff11-eb33-4e35-a4ac-4912d31cda9a,"kenapa habis di update jadi gak bisa di buka aplikasi nya,,, oops terjadi kesalahan terus",1,habis update buka aplikasi oops salah,0,0,Negative
83b40177-aa72-41a6-af41-107a09eca303,"suka tiba tiba eror, pas mau login dan bayar suka lemot pdhl jaringan bagus",3,suka eror pas login bayar suka pdhl jaring bagus,0,0,Negative
6f496a5c-f502-4143-a469-cb780361b8cc,bgus cma kdang erorr,5,bgus cma kdang erorr,1,1,Positive
74e7ce59-98a6-4301-8f4a-1f7c5c2a819d,"kok ga bisa masuk,oops terjadi kesalahan terus padahal udah bener password",3,masuk oops salah bener password,0,0,Negative
b72d9065-ab60-4b38-88c7-5e7e7d96b1ac,"aplikasi ga bisa dibuka, terjadi kesalahan terus.",1,aplikasi buka salah,0,0,Negative
09676962-bbb6-4d52-aeec-ceeefbfa9e88,bagusss,5,bagusss,1,0,Negative
13d01c13-dbc7-4a7f-a928-9a481516746f,lemot. update mulu,2,update mulu,0,0,Negative
7d68e562-a794-4e59-b77b-456612f8bbcf,sangat mudah dan menyenangkan,5,mudah senang,1,1,Positive
55651836-d256-433e-b24f-9468b5c2c051,"gangguan trussss, bosan",1,ganggu trussss bosan,0,0,Negative
c8ee7697-36d7-40bf-a2ad-57fcd6d0c9b0,apk nya kurang kompeten mau kiris aja kadang eror semenjak update terbaru,3,apk kurang kompeten kiris kadang eror semenjak update baru,0,0,Negative
6a2689be-f844-44e5-9349-a9e0ddfb72ca,"ini kenapa setiap cek saldo sering gangguan terus, apalagi mau payment ada tulisan sedang maintenance terus terusan, kenapa dah ini ????",1,cek saldo ganggu payment tulis maintenance terus dah,0,0,Negative
58f7f35d-e6c9-4ed7-8228-7ccd7cbd5541,menggangu kalo gangguan di jam jam kerja,1,menggangu kalo ganggu jam jam kerja,0,0,Negative
ab4a2afb-7a9b-416d-aa8b-41a854c73b78,my bca apakah sdg gangguan,5,bca sdg ganggu,1,0,Negative
efc5706c-1025-40b5-8054-f99a48697633,aplikasi ini tu knp ya bermasalah trs gabisa buka heran password bener,1,aplikasi tu knp masalah trs gabisa buka heran password bener,0,0,Negative
d8feeb0c-5d39-4905-a02f-bc916ce47f3b,"gabisa login terus nih, gmna haduuuh update-update doang",1,gabisa login nih gmna haduuuh update update doang,0,0,Negative
8cf60fe8-a47d-4734-b101-000c4144bb8d,Terkadang sering gangguan,4,terkadang ganggu,1,0,Negative
91b97c54-9666-4be5-b46a-b904727c5aa2,sering gangguan,2,ganggu,0,0,Negative
a2594409-3e75-4887-9219-de6af05295d4,lancar mantap,5,lancar mantap,1,1,Positive
769d8c19-7584-4960-b917-4a7d1fadbb91,ga bisa masuk rip,1,masuk rip,0,0,Negative
b9bfe8da-2563-4e17-90b2-68f448803a9b,"aplikasi buruk, menginstal/update aplikasi sangat lama, dan aplikasi sering bermasalah",1,aplikasi buruk menginstal update aplikasi aplikasi masalah,0,0,Negative
1fe185ae-0829-49d5-8b5a-b3fc3be9da67,"semakin kesini semakin bapuk aplikasi ini, padahal jaringan bagus",1,kesini bapuk aplikasi jaring bagus,0,0,Negative
1f3486f2-2691-4255-99b6-e0fa2d4798bc,hmmm saya mau login ulang tapi pas bagian milih kode negara GK ada Indonesia udah coba di 2 hp yang berbeda sama aja ini maksud gimana yaa,1,hmmm login ulang pas milih kode negara indonesia coba hp beda maksud gimana yaa,0,0,Negative
